method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
CD-MAPPO,284.0,87.8,26.6,0.6842105263157895,669.400390625,22.6,5.4,28.0,18.2,0.6842105263157895,1.2,0.045112781954887216,4.0,0.15037593984962405,3.2,0.12030075187969924
CD-MAPPO,285.0,87.6,26.0,0.4076923076923077,563.2708984375,20.6,7.2,27.8,10.6,0.4076923076923077,6.6,0.25384615384615383,3.0,0.11538461538461539,5.8,0.2230769230769231
CD-MAPPO,286.0,87.8,28.4,0.352112676056338,699.98779296875,24.0,5.8,29.8,10.0,0.352112676056338,6.2,0.21830985915492956,7.0,0.24647887323943662,5.2,0.18309859154929578
CD-MAPPO,287.0,88.2,27.2,0.4264705882352941,528.00439453125,21.0,3.8,24.8,11.6,0.4264705882352941,4.4,0.16176470588235295,8.8,0.3235294117647059,2.4,0.08823529411764706
CD-MAPPO,288.0,87.4,27.0,0.6074074074074074,613.7970703125,18.4,4.6,23.0,16.4,0.6074074074074074,3.0,0.1111111111111111,3.2,0.11851851851851852,4.4,0.16296296296296298
CD-MAPPO,289.0,87.2,26.8,0.40298507462686567,595.948046875,20.0,8.4,28.4,10.8,0.40298507462686567,5.0,0.1865671641791045,6.4,0.23880597014925373,4.6,0.17164179104477612
CD-MAPPO,290.0,87.2,27.2,0.5367647058823529,606.7736328125,20.0,9.6,29.6,14.6,0.5367647058823529,4.4,0.16176470588235295,6.0,0.22058823529411764,2.2,0.08088235294117647
CD-MAPPO,291.0,87.2,24.8,0.6290322580645161,520.2796875,19.2,5.8,25.0,15.6,0.6290322580645161,4.4,0.1774193548387097,0.0,0.0,4.8,0.1935483870967742
CD-MAPPO,292.0,87.2,27.0,0.48148148148148145,480.33212890625,17.8,6.6,24.4,13.0,0.48148148148148145,3.0,0.1111111111111111,0.0,0.0,11.0,0.4074074074074074
CD-MAPPO,293.0,87.8,27.8,0.5251798561151079,505.562890625,18.6,8.0,26.6,14.6,0.5251798561151079,1.8,0.06474820143884892,5.2,0.18705035971223022,6.2,0.22302158273381295
CD-MAPPO,294.0,88.2,28.4,0.4014084507042254,523.59736328125,19.4,6.6,26.0,11.4,0.4014084507042254,0.0,0.0,10.4,0.36619718309859156,6.6,0.2323943661971831
CD-MAPPO,295.0,88.0,26.0,0.43846153846153846,530.35302734375,19.2,7.2,26.4,11.4,0.43846153846153846,2.0,0.07692307692307693,8.0,0.3076923076923077,4.6,0.17692307692307693
CD-MAPPO,296.0,88.0,25.4,0.6141732283464567,608.93427734375,22.4,5.4,27.8,15.6,0.6141732283464567,4.4,0.1732283464566929,5.4,0.2125984251968504,0.0,0.0
CD-MAPPO,297.0,87.8,24.4,0.48360655737704916,464.474169921875,17.0,7.4,24.4,11.8,0.48360655737704916,7.4,0.30327868852459017,4.4,0.18032786885245902,0.8,0.03278688524590164
CD-MAPPO,298.0,88.2,28.0,0.5142857142857142,625.657666015625,19.8,9.0,28.8,14.4,0.5142857142857142,10.2,0.36428571428571427,0.0,0.0,3.4,0.12142857142857143
CD-MAPPO,299.0,88.2,26.6,0.6466165413533834,625.0298828125,20.4,5.6,26.0,17.2,0.6466165413533834,1.6,0.06015037593984962,2.0,0.07518796992481203,5.8,0.21804511278195488
CD-MAPPO,300.0,88.4,25.8,0.4573643410852713,491.0748046875,17.0,8.8,25.8,11.8,0.4573643410852713,0.0,0.0,6.4,0.24806201550387597,7.6,0.29457364341085274
ATT-MAPPO,1.0,60.6,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,
ATT-MAPPO,2.0,61.0,30.4,0.0,427.0576171875,10.6,0.0,10.6,0.0,0.0,19.4,0.6381578947368421,2.8,0.09210526315789473,8.2,0.26973684210526316
ATT-MAPPO,3.0,61.2,19.4,0.0,362.76376953125,10.0,0.4,10.4,0.0,0.0,12.8,0.6597938144329897,0.8,0.041237113402061855,5.8,0.29896907216494845
ATT-MAPPO,4.0,61.4,20.4,0.0,511.69091796875,12.8,0.6,13.4,0.0,0.0,3.8,0.18627450980392157,13.6,0.6666666666666666,3.0,0.14705882352941177
ATT-MAPPO,5.0,62.2,17.2,0.0,396.1843017578125,15.0,0.8,15.8,0.0,0.0,0.0,0.0,15.8,0.9186046511627907,1.4,0.08139534883720931
ATT-MAPPO,6.0,62.2,18.0,0.022222222222222223,465.78583984375,15.2,2.2,17.4,0.4,0.022222222222222223,2.8,0.15555555555555556,6.8,0.37777777777777777,8.0,0.4444444444444444
ATT-MAPPO,7.0,62.8,18.2,0.0,367.1101318359375,12.2,3.4,15.6,0.0,0.0,8.4,0.46153846153846156,0.6,0.03296703296703297,9.2,0.5054945054945055
ATT-MAPPO,8.0,63.0,18.0,0.0,375.64091796875,12.4,6.0,18.4,0.0,0.0,13.6,0.7555555555555555,0.0,0.0,4.4,0.24444444444444444
ATT-MAPPO,9.0,63.8,20.0,0.02,259.8600830078125,12.6,3.0,15.6,0.4,0.02,11.6,0.58,0.6,0.03,7.4,0.37
ATT-MAPPO,10.0,64.0,18.6,0.021505376344086023,329.826123046875,11.4,3.2,14.6,0.4,0.021505376344086023,3.8,0.20430107526881722,5.2,0.27956989247311825,9.2,0.4946236559139785
ATT-MAPPO,11.0,64.0,20.6,0.0,324.285400390625,12.4,5.6,18.0,0.0,0.0,0.0,0.0,14.4,0.6990291262135923,6.2,0.30097087378640774
ATT-MAPPO,12.0,64.2,18.6,0.043010752688172046,338.7114013671875,13.8,6.8,20.6,0.8,0.043010752688172046,3.4,0.1827956989247312,7.2,0.3870967741935484,7.2,0.3870967741935484
ATT-MAPPO,13.0,64.8,19.4,0.20618556701030927,357.3969482421875,12.0,5.0,17.0,4.0,0.20618556701030927,8.2,0.422680412371134,1.0,0.05154639175257732,6.2,0.31958762886597936
ATT-MAPPO,14.0,64.8,20.2,0.0594059405940594,300.054736328125,10.2,7.8,18.0,1.2,0.0594059405940594,10.2,0.504950495049505,0.8,0.039603960396039604,8.0,0.39603960396039606
ATT-MAPPO,15.0,65.2,20.0,0.11,272.7449951171875,11.0,8.4,19.4,2.2,0.11,9.6,0.48,0.8,0.04,7.4,0.37
ATT-MAPPO,16.0,65.4,18.2,0.14285714285714285,259.757080078125,11.6,6.0,17.6,2.6,0.14285714285714285,7.2,0.3956043956043956,3.6,0.1978021978021978,4.8,0.26373626373626374
ATT-MAPPO,17.0,65.6,17.0,0.09411764705882353,356.98388671875,12.0,6.4,18.4,1.6,0.09411764705882353,2.6,0.15294117647058825,10.0,0.5882352941176471,2.8,0.16470588235294117
ATT-MAPPO,18.0,66.0,20.8,0.04807692307692308,335.370751953125,13.0,9.0,22.0,1.0,0.04807692307692308,4.2,0.20192307692307693,8.6,0.41346153846153844,7.0,0.33653846153846156
ATT-MAPPO,19.0,66.6,18.6,0.0967741935483871,345.199365234375,14.4,6.4,20.8,1.8,0.0967741935483871,6.2,0.3333333333333333,4.2,0.22580645161290322,6.4,0.34408602150537637
ATT-MAPPO,20.0,67.2,20.4,0.17647058823529413,419.67861328125,12.2,6.8,19.0,3.6,0.17647058823529413,7.8,0.38235294117647056,1.4,0.06862745098039216,7.6,0.37254901960784315
ATT-MAPPO,21.0,67.4,18.8,0.0851063829787234,306.6802001953125,9.8,8.6,18.4,1.6,0.0851063829787234,6.2,0.32978723404255317,3.0,0.1595744680851064,8.0,0.425531914893617
ATT-MAPPO,22.0,68.2,24.8,0.08870967741935484,228.630712890625,9.0,8.6,17.6,2.2,0.08870967741935484,10.6,0.4274193548387097,4.8,0.1935483870967742,7.2,0.2903225806451613
ATT-MAPPO,23.0,68.4,21.2,0.20754716981132076,447.391064453125,15.4,5.6,21.0,4.4,0.20754716981132076,7.4,0.3490566037735849,6.0,0.2830188679245283,3.4,0.16037735849056603
ATT-MAPPO,24.0,68.8,18.2,0.16483516483516483,379.843310546875,11.4,6.4,17.8,3.0,0.16483516483516483,4.4,0.24175824175824176,7.2,0.3956043956043956,3.6,0.1978021978021978
ATT-MAPPO,25.0,68.8,21.4,0.14018691588785046,283.95576171875,10.6,11.0,21.6,3.0,0.14018691588785046,7.2,0.3364485981308411,5.4,0.2523364485981308,5.8,0.27102803738317754
ATT-MAPPO,26.0,69.0,23.0,0.19130434782608696,400.3293701171875,13.4,10.4,23.8,4.4,0.19130434782608696,8.6,0.3739130434782609,2.6,0.11304347826086956,7.4,0.3217391304347826
ATT-MAPPO,27.0,69.0,22.2,0.16216216216216217,396.3730712890625,11.2,10.8,22.0,3.6,0.16216216216216217,3.8,0.17117117117117117,2.2,0.0990990990990991,12.6,0.5675675675675675
ATT-MAPPO,28.0,69.4,20.8,0.22115384615384615,366.09189453125,10.2,11.6,21.8,4.6,0.22115384615384615,9.0,0.4326923076923077,2.6,0.125,4.6,0.22115384615384615
ATT-MAPPO,29.0,69.6,18.8,0.13829787234042554,169.62982177734375,7.8,10.2,18.0,2.6,0.13829787234042554,7.4,0.39361702127659576,4.8,0.2553191489361702,4.0,0.2127659574468085
ATT-MAPPO,30.0,70.0,21.6,0.12962962962962962,389.4211181640625,13.6,9.8,23.4,2.8,0.12962962962962962,2.0,0.09259259259259259,11.0,0.5092592592592593,5.8,0.26851851851851855
ATT-MAPPO,31.0,70.6,19.0,0.16842105263157894,287.564111328125,11.4,8.0,19.4,3.2,0.16842105263157894,4.2,0.22105263157894736,9.8,0.5157894736842106,1.8,0.09473684210526316
ATT-MAPPO,32.0,71.0,21.8,0.10091743119266056,300.772705078125,11.2,7.8,19.0,2.2,0.10091743119266056,7.2,0.3302752293577982,3.8,0.1743119266055046,8.6,0.3944954128440367
ATT-MAPPO,33.0,71.8,20.6,0.24271844660194175,488.56376953125,17.0,10.2,27.2,5.0,0.24271844660194175,2.2,0.10679611650485436,2.0,0.0970873786407767,11.4,0.5533980582524272
ATT-MAPPO,34.0,72.4,20.8,0.18269230769230768,268.737255859375,8.4,7.2,15.6,3.8,0.18269230769230768,6.6,0.3173076923076923,0.6,0.028846153846153848,9.8,0.47115384615384615
ATT-MAPPO,35.0,72.6,22.6,0.07079646017699115,288.172119140625,11.0,8.8,19.8,1.6,0.07079646017699115,10.6,0.4690265486725664,7.0,0.30973451327433627,3.4,0.1504424778761062
ATT-MAPPO,36.0,73.0,19.4,0.08247422680412371,349.8922607421875,14.2,7.4,21.6,1.6,0.08247422680412371,6.0,0.30927835051546393,10.8,0.5567010309278351,1.0,0.05154639175257732
ATT-MAPPO,37.0,73.2,22.8,0.10526315789473684,279.0544921875,10.6,8.6,19.2,2.4,0.10526315789473684,7.2,0.3157894736842105,8.6,0.37719298245614036,4.6,0.20175438596491227
ATT-MAPPO,38.0,73.6,23.2,0.10344827586206896,332.3395263671875,13.6,7.2,20.8,2.4,0.10344827586206896,4.4,0.1896551724137931,7.8,0.33620689655172414,8.6,0.3706896551724138
ATT-MAPPO,39.0,73.6,21.8,0.1743119266055046,338.43037109375,12.0,9.8,21.8,3.8,0.1743119266055046,0.2,0.009174311926605505,4.4,0.2018348623853211,13.4,0.6146788990825688
ATT-MAPPO,40.0,74.0,26.0,0.15384615384615385,328.666796875,9.2,10.8,20.0,4.0,0.15384615384615385,4.6,0.17692307692307693,1.4,0.05384615384615385,16.0,0.6153846153846154
ATT-MAPPO,41.0,74.0,23.4,0.21367521367521367,371.58466796875,11.2,12.2,23.4,5.0,0.21367521367521367,11.8,0.5042735042735043,2.6,0.1111111111111111,4.0,0.17094017094017094
ATT-MAPPO,42.0,74.2,20.4,0.1568627450980392,288.007861328125,9.0,11.0,20.0,3.2,0.1568627450980392,14.2,0.696078431372549,2.2,0.10784313725490197,0.8,0.0392156862745098
ATT-MAPPO,43.0,74.4,20.6,0.11650485436893204,271.502490234375,10.2,14.8,25.0,2.4,0.11650485436893204,8.2,0.39805825242718446,9.6,0.46601941747572817,0.4,0.019417475728155338
ATT-MAPPO,44.0,75.0,21.6,0.14814814814814814,306.293994140625,11.0,14.2,25.2,3.2,0.14814814814814814,2.6,0.12037037037037036,12.4,0.5740740740740741,3.4,0.1574074074074074
ATT-MAPPO,45.0,75.2,23.8,0.2184873949579832,317.9907958984375,10.8,11.4,22.2,5.2,0.2184873949579832,0.6,0.025210084033613446,8.6,0.36134453781512604,9.4,0.3949579831932773
ATT-MAPPO,46.0,75.6,23.8,0.15126050420168066,417.3154296875,15.0,10.0,25.0,3.6,0.15126050420168066,0.0,0.0,1.8,0.07563025210084033,18.4,0.773109243697479
ATT-MAPPO,47.0,75.8,20.2,0.16831683168316833,358.551611328125,12.2,11.6,23.8,3.4,0.16831683168316833,4.4,0.21782178217821782,1.0,0.04950495049504951,11.4,0.5643564356435643
ATT-MAPPO,48.0,76.0,24.2,0.03305785123966942,224.7572509765625,6.8,11.0,17.8,0.8,0.03305785123966942,20.0,0.8264462809917356,1.6,0.06611570247933884,1.8,0.0743801652892562
ATT-MAPPO,49.0,76.6,23.2,0.02586206896551724,176.99327392578124,8.4,13.6,22.0,0.6,0.02586206896551724,18.2,0.7844827586206896,3.8,0.16379310344827586,0.6,0.02586206896551724
ATT-MAPPO,50.0,77.4,24.2,0.0743801652892562,370.1052734375,12.2,8.8,21.0,1.8,0.0743801652892562,1.0,0.04132231404958678,15.2,0.628099173553719,6.2,0.256198347107438
ATT-MAPPO,51.0,77.8,23.6,0.1016949152542373,288.460205078125,9.6,14.4,24.0,2.4,0.1016949152542373,0.0,0.0,13.0,0.5508474576271186,8.2,0.3474576271186441
ATT-MAPPO,52.0,78.2,23.4,0.41025641025641024,474.90439453125,15.0,11.4,26.4,9.6,0.41025641025641024,0.0,0.0,2.2,0.09401709401709402,11.6,0.49572649572649574
ATT-MAPPO,53.0,78.6,25.0,0.352,458.64228515625,14.6,11.6,26.2,8.8,0.352,1.4,0.056,2.2,0.088,12.6,0.504
ATT-MAPPO,54.0,78.8,22.0,0.06363636363636363,275.0609130859375,8.4,11.4,19.8,1.4,0.06363636363636363,13.6,0.6181818181818182,1.4,0.06363636363636363,5.6,0.2545454545454545
ATT-MAPPO,55.0,79.6,23.0,0.034782608695652174,189.53544921875,8.4,11.8,20.2,0.8,0.034782608695652174,19.0,0.8260869565217391,2.4,0.10434782608695652,0.8,0.034782608695652174
ATT-MAPPO,56.0,79.8,21.6,0.10185185185185185,313.21787109375,10.0,11.2,21.2,2.2,0.10185185185185185,11.8,0.5462962962962963,5.0,0.23148148148148148,2.6,0.12037037037037036
ATT-MAPPO,57.0,79.8,26.6,0.14285714285714285,302.5141357421875,9.8,12.8,22.6,3.8,0.14285714285714285,0.4,0.015037593984962405,16.4,0.6165413533834586,6.0,0.22556390977443608
ATT-MAPPO,58.0,80.0,21.4,0.14018691588785046,250.1086181640625,9.4,14.0,23.4,3.0,0.14018691588785046,0.0,0.0,9.6,0.4485981308411215,8.8,0.411214953271028
ATT-MAPPO,59.0,80.2,26.0,0.4230769230769231,484.1853515625,15.4,15.0,30.4,11.0,0.4230769230769231,0.0,0.0,4.6,0.17692307692307693,10.4,0.4
ATT-MAPPO,60.0,131.0,21.4,0.22429906542056074,347.89423828125,12.0,13.6,25.6,4.8,0.22429906542056074,4.6,0.21495327102803738,0.6,0.028037383177570093,11.4,0.5327102803738317
ATT-MAPPO,61.0,131.2,38.2,0.12041884816753927,461.598095703125,14.0,13.4,27.4,4.6,0.12041884816753927,23.0,0.6020942408376964,0.4,0.010471204188481676,10.2,0.2670157068062827
ATT-MAPPO,62.0,131.0,35.8,0.05027932960893855,299.535693359375,9.6,13.2,22.8,1.8,0.05027932960893855,25.8,0.7206703910614525,2.6,0.07262569832402235,5.6,0.1564245810055866
ATT-MAPPO,63.0,131.4,35.6,0.016853932584269662,145.25087890625,7.0,13.4,20.4,0.6,0.016853932584269662,9.6,0.2696629213483146,19.8,0.5561797752808989,5.6,0.15730337078651685
ATT-MAPPO,64.0,131.8,41.4,0.0,138.93388671875,7.0,18.2,25.2,0.0,0.0,0.0,0.0,39.2,0.9468599033816425,2.2,0.05314009661835749
ATT-MAPPO,65.0,131.8,38.2,0.24607329842931938,402.9230224609375,12.4,21.8,34.2,9.4,0.24607329842931938,0.0,0.0,21.8,0.5706806282722513,7.0,0.18324607329842932
ATT-MAPPO,66.0,131.8,44.8,0.6294642857142857,811.00546875,23.2,28.0,51.2,28.2,0.6294642857142857,0.6,0.013392857142857142,0.4,0.008928571428571428,15.6,0.3482142857142857
ATT-MAPPO,67.0,132.4,42.6,0.40375586854460094,599.14384765625,16.4,26.0,42.4,17.2,0.40375586854460094,2.0,0.046948356807511735,0.0,0.0,23.4,0.5492957746478874
ATT-MAPPO,68.0,132.4,41.2,0.27184466019417475,417.324609375,14.6,27.0,41.6,11.2,0.27184466019417475,17.4,0.4223300970873786,0.0,0.0,12.6,0.3058252427184466
ATT-MAPPO,69.0,132.4,38.0,0.09473684210526316,393.8091796875,15.2,22.6,37.8,3.6,0.09473684210526316,19.8,0.5210526315789473,6.0,0.15789473684210525,8.6,0.22631578947368422
ATT-MAPPO,70.0,132.6,37.8,0.1111111111111111,384.571435546875,14.4,23.4,37.8,4.2,0.1111111111111111,14.0,0.37037037037037035,19.4,0.5132275132275133,0.2,0.005291005291005291
ATT-MAPPO,71.0,132.6,42.6,0.0,197.14044189453125,10.0,24.2,34.2,0.0,0.0,4.2,0.09859154929577464,38.2,0.8967136150234741,0.2,0.004694835680751174
ATT-MAPPO,72.0,132.6,39.4,0.25380710659898476,469.65068359375,13.4,28.4,41.8,10.0,0.25380710659898476,0.0,0.0,16.2,0.41116751269035534,13.2,0.3350253807106599
ATT-MAPPO,73.0,132.8,42.0,0.4142857142857143,738.736083984375,22.8,25.0,47.8,17.4,0.4142857142857143,0.4,0.009523809523809525,1.8,0.04285714285714286,22.4,0.5333333333333333
ATT-MAPPO,74.0,133.4,39.0,0.4205128205128205,687.357177734375,19.6,25.0,44.6,16.4,0.4205128205128205,2.2,0.05641025641025641,0.4,0.010256410256410256,20.0,0.5128205128205128
ATT-MAPPO,75.0,133.6,36.2,0.30939226519337015,387.025,13.4,21.4,34.8,11.2,0.30939226519337015,13.0,0.35911602209944754,1.6,0.04419889502762431,10.4,0.287292817679558
ATT-MAPPO,76.0,133.8,43.0,0.2558139534883721,521.645068359375,15.6,25.4,41.0,11.0,0.2558139534883721,27.6,0.641860465116279,3.4,0.07906976744186046,1.0,0.023255813953488372
ATT-MAPPO,77.0,134.2,44.2,0.04072398190045249,274.021923828125,10.0,23.6,33.6,1.8,0.04072398190045249,20.6,0.4660633484162896,21.8,0.49321266968325794,0.0,0.0
ATT-MAPPO,78.0,134.6,36.8,0.10326086956521739,339.0822021484375,13.4,22.0,35.4,3.8,0.10326086956521739,1.4,0.03804347826086957,27.8,0.7554347826086957,3.8,0.10326086956521739
ATT-MAPPO,79.0,134.8,41.0,0.14634146341463414,430.652197265625,15.2,23.2,38.4,6.0,0.14634146341463414,0.0,0.0,11.8,0.28780487804878047,23.2,0.5658536585365853
ATT-MAPPO,80.0,135.0,40.2,0.572139303482587,694.57890625,18.8,28.2,47.0,23.0,0.572139303482587,0.0,0.0,0.8,0.01990049751243781,16.4,0.4079601990049751
ATT-MAPPO,81.0,135.8,39.6,0.5252525252525253,544.0390625,17.6,30.0,47.6,20.8,0.5252525252525253,2.0,0.050505050505050504,7.4,0.18686868686868688,9.4,0.23737373737373738
ATT-MAPPO,82.0,136.2,43.2,0.39814814814814814,725.50830078125,20.2,24.4,44.6,17.2,0.39814814814814814,16.2,0.375,5.8,0.13425925925925927,4.0,0.09259259259259259
ATT-MAPPO,83.0,136.2,38.2,0.1099476439790576,404.946484375,16.2,22.8,39.0,4.2,0.1099476439790576,29.0,0.7591623036649214,0.8,0.020942408376963352,4.2,0.1099476439790576
ATT-MAPPO,84.0,137.0,44.0,0.31363636363636366,659.371875,19.2,19.6,38.8,13.8,0.31363636363636366,9.6,0.21818181818181817,13.8,0.31363636363636366,6.8,0.15454545454545454
ATT-MAPPO,85.0,137.6,40.2,0.27860696517412936,326.010986328125,12.4,26.2,38.6,11.2,0.27860696517412936,1.4,0.03482587064676617,23.2,0.5771144278606966,4.4,0.10945273631840796
ATT-MAPPO,86.0,138.0,39.4,0.3350253807106599,464.88134765625,14.6,26.6,41.2,13.2,0.3350253807106599,0.4,0.01015228426395939,13.6,0.34517766497461927,12.2,0.3096446700507614
ATT-MAPPO,87.0,138.0,45.0,0.6044444444444445,829.2521484375,26.2,25.2,51.4,27.2,0.6044444444444445,1.6,0.035555555555555556,4.6,0.10222222222222223,11.6,0.2577777777777778
ATT-MAPPO,88.0,137.8,43.2,0.5,800.61044921875,23.6,21.6,45.2,21.6,0.5,2.4,0.05555555555555555,5.4,0.125,13.8,0.3194444444444444
ATT-MAPPO,89.0,138.4,38.8,0.17525773195876287,577.32958984375,19.4,17.4,36.8,6.8,0.17525773195876287,11.4,0.29381443298969073,4.0,0.10309278350515463,16.6,0.42783505154639173
ATT-MAPPO,90.0,139.0,42.8,0.2757009345794392,655.875,20.6,19.6,40.2,11.8,0.2757009345794392,19.0,0.4439252336448598,4.0,0.09345794392523364,8.0,0.18691588785046728
ATT-MAPPO,91.0,139.2,38.2,0.2670157068062827,323.9187744140625,10.8,18.6,29.4,10.2,0.2670157068062827,16.6,0.43455497382198954,7.6,0.19895287958115182,3.8,0.09947643979057591
ATT-MAPPO,92.0,139.6,43.0,0.26976744186046514,483.8779296875,16.0,22.4,38.4,11.6,0.26976744186046514,5.0,0.11627906976744186,17.2,0.4,9.2,0.21395348837209302
ATT-MAPPO,93.0,140.2,42.0,0.19047619047619047,463.039990234375,15.2,29.0,44.2,8.0,0.19047619047619047,0.0,0.0,20.0,0.47619047619047616,14.0,0.3333333333333333
ATT-MAPPO,94.0,140.4,43.0,0.4325581395348837,645.082666015625,22.0,21.6,43.6,18.6,0.4325581395348837,0.0,0.0,11.4,0.2651162790697674,13.0,0.3023255813953488
ATT-MAPPO,95.0,141.2,40.6,0.5517241379310345,682.90625,19.2,24.2,43.4,22.4,0.5517241379310345,5.8,0.14285714285714285,0.6,0.014778325123152709,11.8,0.29064039408866993
ATT-MAPPO,96.0,141.4,45.2,0.3053097345132743,563.8146484375,18.2,28.0,46.2,13.8,0.3053097345132743,21.2,0.4690265486725664,0.0,0.0,10.2,0.22566371681415928
ATT-MAPPO,97.0,141.6,37.8,0.4603174603174603,737.0189453125,21.8,20.2,42.0,17.4,0.4603174603174603,14.0,0.37037037037037035,2.2,0.0582010582010582,4.2,0.1111111111111111
ATT-MAPPO,98.0,141.6,41.0,0.08292682926829269,427.5734375,15.4,22.0,37.4,3.4,0.08292682926829269,5.6,0.13658536585365855,17.4,0.424390243902439,14.6,0.35609756097560974
ATT-MAPPO,99.0,141.8,42.0,0.15714285714285714,361.735009765625,12.8,25.0,37.8,6.6,0.15714285714285714,1.6,0.0380952380952381,20.2,0.48095238095238096,13.6,0.3238095238095238
ATT-MAPPO,100.0,141.8,41.4,0.21739130434782608,391.2541015625,11.8,24.0,35.8,9.0,0.21739130434782608,4.8,0.11594202898550725,18.4,0.4444444444444444,9.2,0.2222222222222222
ATT-MAPPO,101.0,142.2,44.6,0.4125560538116592,705.662841796875,21.2,24.0,45.2,18.4,0.4125560538116592,8.4,0.18834080717488788,8.4,0.18834080717488788,9.4,0.21076233183856502
ATT-MAPPO,102.0,142.6,42.0,0.6666666666666666,607.146044921875,19.6,25.8,45.4,28.0,0.6666666666666666,5.4,0.12857142857142856,0.4,0.009523809523809525,8.2,0.19523809523809524
ATT-MAPPO,103.0,142.8,43.8,0.4337899543378995,829.98203125,23.2,26.6,49.8,19.0,0.4337899543378995,14.2,0.3242009132420091,1.8,0.0410958904109589,8.8,0.2009132420091324
ATT-MAPPO,104.0,143.2,42.2,0.08530805687203792,447.794775390625,16.4,23.6,40.0,3.6,0.08530805687203792,17.2,0.4075829383886256,7.0,0.16587677725118483,14.4,0.3412322274881517
ATT-MAPPO,105.0,143.2,43.2,0.09722222222222222,461.77978515625,17.8,21.6,39.4,4.2,0.09722222222222222,7.6,0.17592592592592593,13.4,0.3101851851851852,18.0,0.4166666666666667
ATT-MAPPO,106.0,143.2,40.4,0.1782178217821782,490.40302734375,15.4,21.0,36.4,7.2,0.1782178217821782,9.2,0.22772277227722773,14.2,0.35148514851485146,9.8,0.24257425742574257
ATT-MAPPO,107.0,143.8,44.8,0.29464285714285715,538.071533203125,15.2,27.6,42.8,13.2,0.29464285714285715,7.6,0.16964285714285715,19.4,0.4330357142857143,4.6,0.10267857142857142
ATT-MAPPO,108.0,144.0,45.2,0.29646017699115046,316.9629150390625,10.6,28.8,39.4,13.4,0.29646017699115046,8.8,0.19469026548672566,13.6,0.3008849557522124,9.4,0.2079646017699115
ATT-MAPPO,109.0,144.0,43.0,0.5441860465116279,829.9251953125,21.8,33.4,55.2,23.4,0.5441860465116279,5.2,0.12093023255813953,7.0,0.16279069767441862,7.4,0.17209302325581396
ATT-MAPPO,110.0,144.2,44.8,0.4107142857142857,599.760693359375,19.8,27.4,47.2,18.4,0.4107142857142857,12.0,0.26785714285714285,1.4,0.03125,13.0,0.29017857142857145
ATT-MAPPO,111.0,144.2,41.0,0.44878048780487806,768.02685546875,23.8,23.8,47.6,18.4,0.44878048780487806,7.0,0.17073170731707318,3.0,0.07317073170731707,12.6,0.3073170731707317
ATT-MAPPO,112.0,144.6,43.6,0.2981651376146789,695.358447265625,19.6,22.4,42.0,13.0,0.2981651376146789,8.8,0.2018348623853211,10.2,0.23394495412844038,11.6,0.26605504587155965
ATT-MAPPO,113.0,145.0,48.4,0.2603305785123967,522.1927734375,16.8,24.6,41.4,12.6,0.2603305785123967,12.8,0.2644628099173554,14.0,0.2892561983471074,9.0,0.1859504132231405
ATT-MAPPO,114.0,145.2,46.0,0.24347826086956523,620.226708984375,18.8,19.0,37.8,11.2,0.24347826086956523,15.6,0.3391304347826087,12.0,0.2608695652173913,7.2,0.1565217391304348
ATT-MAPPO,115.0,145.4,42.2,0.08530805687203792,348.672802734375,14.2,25.8,40.0,3.6,0.08530805687203792,9.8,0.23222748815165878,16.4,0.3886255924170616,12.4,0.2938388625592417
ATT-MAPPO,116.0,145.8,46.4,0.06465517241379311,299.32470703125,12.0,26.4,38.4,3.0,0.06465517241379311,8.2,0.17672413793103448,18.4,0.39655172413793105,16.8,0.3620689655172414
ATT-MAPPO,117.0,146.0,41.4,0.33816425120772947,383.6009765625,14.2,29.2,43.4,14.0,0.33816425120772947,7.6,0.18357487922705315,9.6,0.2318840579710145,10.2,0.2463768115942029
ATT-MAPPO,118.0,146.0,41.4,0.5314009661835749,593.584033203125,18.8,34.2,53.0,22.0,0.5314009661835749,6.6,0.15942028985507245,2.0,0.04830917874396135,10.8,0.2608695652173913
ATT-MAPPO,119.0,145.8,44.8,0.42410714285714285,515.33720703125,16.2,30.6,46.8,19.0,0.42410714285714285,8.6,0.19196428571428573,8.6,0.19196428571428573,8.6,0.19196428571428573
ATT-MAPPO,120.0,145.8,47.6,0.1722689075630252,584.38505859375,21.4,25.6,47.0,8.2,0.1722689075630252,9.0,0.18907563025210083,10.4,0.2184873949579832,20.0,0.42016806722689076
ATT-MAPPO,121.0,145.8,49.2,0.22764227642276422,779.7763671875,23.4,22.0,45.4,11.2,0.22764227642276422,15.6,0.3170731707317073,6.6,0.13414634146341464,15.8,0.32113821138211385
ATT-MAPPO,122.0,146.2,43.8,0.1232876712328767,281.288818359375,10.4,23.8,34.2,5.4,0.1232876712328767,14.8,0.3378995433789954,13.8,0.3150684931506849,9.8,0.2237442922374429
ATT-MAPPO,123.0,145.8,45.4,0.19383259911894274,308.0200439453125,11.0,25.6,36.6,8.8,0.19383259911894274,9.6,0.21145374449339208,27.0,0.5947136563876652,0.0,0.0
