method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
IPPO,109.0,144.0,43.0,0.0,155.9049072265625,8.4,34.6,43.0,0.0,0.0,10.8,0.25116279069767444,10.0,0.23255813953488372,22.2,0.5162790697674419
IPPO,110.0,144.2,44.8,0.0,137.936279296875,7.6,32.8,40.4,0.0,0.0,22.2,0.4955357142857143,0.0,0.0,22.6,0.5044642857142857
IPPO,111.0,144.2,41.0,0.06829268292682927,235.9401611328125,11.4,30.8,42.2,2.8,0.06829268292682927,24.6,0.6,0.2,0.004878048780487805,13.4,0.32682926829268294
IPPO,112.0,144.6,43.6,0.06880733944954129,308.165673828125,13.6,34.6,48.2,3.0,0.06880733944954129,2.8,0.06422018348623854,23.8,0.5458715596330275,14.0,0.3211009174311927
IPPO,113.0,145.0,48.4,0.0,214.63017578125,10.4,35.4,45.8,0.0,0.0,2.2,0.045454545454545456,37.6,0.7768595041322314,8.6,0.17768595041322313
IPPO,114.0,145.2,46.0,0.23478260869565218,370.9491455078125,11.6,29.2,40.8,10.8,0.23478260869565218,16.6,0.36086956521739133,15.8,0.34347826086956523,2.8,0.06086956521739131
IPPO,115.0,145.4,42.2,0.0,115.5385009765625,8.6,35.0,43.6,0.0,0.0,18.4,0.43601895734597157,9.2,0.21800947867298578,14.6,0.3459715639810427
IPPO,116.0,145.8,46.4,0.0,230.025390625,12.6,31.0,43.6,0.0,0.0,19.6,0.4224137931034483,0.0,0.0,26.8,0.5775862068965517
IPPO,117.0,146.0,41.4,0.07246376811594203,202.1724365234375,11.0,35.4,46.4,3.0,0.07246376811594203,15.2,0.3671497584541063,3.8,0.09178743961352658,19.4,0.46859903381642515
IPPO,118.0,146.0,41.4,0.06763285024154589,256.161181640625,12.0,36.2,48.2,2.8,0.06763285024154589,7.0,0.16908212560386474,18.2,0.4396135265700483,13.4,0.32367149758454106
IPPO,119.0,145.8,44.8,0.1875,321.1825927734375,12.2,32.8,45.0,8.4,0.1875,1.2,0.026785714285714284,32.8,0.7321428571428571,2.4,0.05357142857142857
IPPO,120.0,145.8,47.6,0.0,81.2989501953125,5.8,32.4,38.2,0.0,0.0,18.2,0.38235294117647056,29.4,0.6176470588235294,0.0,0.0
IPPO,121.0,145.8,49.2,0.036585365853658534,299.5279052734375,12.4,33.0,45.4,1.8,0.036585365853658534,10.4,0.21138211382113822,10.0,0.2032520325203252,27.0,0.5487804878048781
IPPO,122.0,146.2,43.8,0.0,91.49771118164062,6.6,32.6,39.2,0.0,0.0,10.4,0.2374429223744292,0.0,0.0,33.4,0.7625570776255708
IPPO,123.0,145.8,45.4,0.07048458149779736,259.070166015625,11.2,31.8,43.0,3.2,0.07048458149779736,25.2,0.5550660792951542,9.2,0.2026431718061674,7.8,0.17180616740088106
IPPO,124.0,146.0,46.2,0.0735930735930736,314.0302001953125,13.0,42.4,55.4,3.4,0.0735930735930736,19.4,0.4199134199134199,13.4,0.29004329004329005,10.0,0.21645021645021645
IPPO,125.0,146.0,40.4,0.13861386138613863,336.1410888671875,12.8,32.2,45.0,5.6,0.13861386138613863,3.2,0.07920792079207921,21.8,0.5396039603960396,9.8,0.24257425742574257
IPPO,126.0,145.8,44.4,0.08558558558558559,307.7200927734375,11.2,34.8,46.0,3.8,0.08558558558558559,9.4,0.21171171171171171,22.6,0.509009009009009,8.6,0.19369369369369369
IPPO,127.0,145.8,42.6,0.13615023474178403,231.88154296875,8.8,34.0,42.8,5.8,0.13615023474178403,7.4,0.17370892018779344,13.2,0.30985915492957744,16.2,0.38028169014084506
IPPO,128.0,145.8,46.0,0.0,71.5568115234375,5.6,37.8,43.4,0.0,0.0,17.6,0.3826086956521739,0.0,0.0,28.4,0.6173913043478261
IPPO,129.0,146.0,43.4,0.059907834101382486,308.7493896484375,13.8,31.0,44.8,2.6,0.059907834101382486,11.8,0.271889400921659,6.2,0.14285714285714285,22.8,0.5253456221198156
IPPO,130.0,146.6,45.4,0.0,217.433056640625,12.8,32.8,45.6,0.0,0.0,11.8,0.2599118942731278,17.2,0.3788546255506608,16.4,0.36123348017621143
IPPO,131.0,146.4,43.0,0.0,136.59346923828124,8.2,29.6,37.8,0.0,0.0,2.6,0.06046511627906977,35.4,0.8232558139534883,5.0,0.11627906976744186
IPPO,132.0,146.8,45.8,0.05240174672489083,261.6104248046875,10.8,33.8,44.6,2.4,0.05240174672489083,13.2,0.28820960698689957,24.0,0.5240174672489083,6.2,0.13537117903930132
IPPO,133.0,147.2,45.6,0.0,89.960400390625,6.6,36.4,43.0,0.0,0.0,25.4,0.5570175438596491,11.6,0.2543859649122807,8.6,0.18859649122807018
IPPO,134.0,147.2,42.8,0.0,132.127392578125,7.4,36.4,43.8,0.0,0.0,19.8,0.46261682242990654,0.0,0.0,23.0,0.5373831775700935
IPPO,135.0,147.4,43.8,0.0730593607305936,251.543115234375,10.0,37.6,47.6,3.2,0.0730593607305936,16.2,0.3698630136986301,5.8,0.1324200913242009,18.6,0.4246575342465753
IPPO,136.0,147.4,45.0,0.19111111111111112,451.5033203125,15.8,37.8,53.6,8.6,0.19111111111111112,2.2,0.04888888888888889,19.8,0.44,14.4,0.32
IPPO,137.0,147.6,38.6,0.11398963730569948,295.248486328125,10.8,32.8,43.6,4.4,0.11398963730569948,0.0,0.0,24.8,0.6424870466321243,9.4,0.24352331606217617
IPPO,138.0,147.8,44.0,0.10454545454545454,364.350390625,12.0,32.0,44.0,4.6,0.10454545454545454,8.4,0.19090909090909092,21.6,0.4909090909090909,9.4,0.21363636363636362
IPPO,139.0,147.8,42.6,0.0,94.21144409179688,6.2,33.2,39.4,0.0,0.0,8.6,0.20187793427230047,18.8,0.4413145539906103,15.2,0.3568075117370892
IPPO,140.0,148.0,43.0,0.0,120.2748046875,6.6,32.2,38.8,0.0,0.0,32.4,0.7534883720930232,0.0,0.0,10.6,0.24651162790697675
IPPO,141.0,148.2,48.4,0.07024793388429752,382.508642578125,16.6,30.2,46.8,3.4,0.07024793388429752,18.4,0.38016528925619836,0.6,0.012396694214876033,26.0,0.5371900826446281
IPPO,142.0,148.6,48.4,0.0,136.57164306640624,9.4,31.2,40.6,0.0,0.0,0.4,0.008264462809917356,18.0,0.371900826446281,30.0,0.6198347107438017
IPPO,143.0,148.6,46.0,0.13043478260869565,276.8597900390625,9.8,35.8,45.6,6.0,0.13043478260869565,7.8,0.16956521739130434,29.6,0.6434782608695652,2.6,0.05652173913043478
IPPO,144.0,149.4,43.0,0.10232558139534884,312.49140625,14.2,31.4,45.6,4.4,0.10232558139534884,11.0,0.2558139534883721,23.4,0.5441860465116279,4.2,0.09767441860465116
IPPO,145.0,149.8,43.8,0.0,146.066796875,8.6,36.2,44.8,0.0,0.0,17.0,0.3881278538812785,18.4,0.4200913242009132,8.4,0.1917808219178082
IPPO,146.0,149.8,45.2,0.0,129.98831787109376,8.4,32.2,40.6,0.0,0.0,25.8,0.5707964601769911,1.2,0.02654867256637168,18.2,0.4026548672566372
IPPO,147.0,150.0,43.4,0.12903225806451613,322.397705078125,12.8,30.2,43.0,5.6,0.12903225806451613,19.8,0.45622119815668205,1.4,0.03225806451612903,16.6,0.3824884792626728
IPPO,148.0,150.2,44.8,0.17410714285714285,451.75693359375,17.6,32.4,50.0,7.8,0.17410714285714285,7.2,0.16071428571428573,12.2,0.27232142857142855,17.6,0.39285714285714285
IPPO,149.0,150.2,47.6,0.17647058823529413,415.827978515625,16.0,38.2,54.2,8.4,0.17647058823529413,0.2,0.004201680672268907,23.4,0.49159663865546216,15.6,0.3277310924369748
IPPO,150.0,150.4,47.4,0.1350210970464135,339.820263671875,12.8,31.2,44.0,6.4,0.1350210970464135,10.4,0.21940928270042195,27.8,0.5864978902953587,2.8,0.05907172995780591
IPPO,151.0,150.2,48.4,0.0371900826446281,195.7509765625,7.0,32.6,39.6,1.8,0.0371900826446281,5.0,0.10330578512396695,27.2,0.5619834710743802,14.4,0.2975206611570248
IPPO,152.0,150.6,40.2,0.0,135.0259521484375,7.6,33.6,41.2,0.0,0.0,17.2,0.42786069651741293,8.0,0.19900497512437812,15.0,0.373134328358209
IPPO,153.0,151.0,43.4,0.0,113.303125,7.0,36.6,43.6,0.0,0.0,29.2,0.6728110599078341,0.0,0.0,14.2,0.3271889400921659
IPPO,154.0,151.0,44.2,0.00904977375565611,113.28709716796875,7.4,38.2,45.6,0.4,0.00904977375565611,18.2,0.4117647058823529,8.0,0.18099547511312217,17.6,0.39819004524886875
IPPO,155.0,151.0,43.4,0.10599078341013825,311.0824462890625,12.0,33.6,45.6,4.6,0.10599078341013825,11.2,0.25806451612903225,12.0,0.2764976958525346,15.6,0.35944700460829493
IPPO,156.0,151.0,40.6,0.10344827586206896,246.5204833984375,12.4,33.6,46.0,4.2,0.10344827586206896,6.8,0.16748768472906403,28.4,0.6995073891625616,1.2,0.029556650246305417
IPPO,157.0,151.0,47.8,0.0,191.8685302734375,11.0,33.0,44.0,0.0,0.0,11.0,0.2301255230125523,36.8,0.7698744769874477,0.0,0.0
IPPO,158.0,151.2,43.4,0.18433179723502305,337.12490234375,11.6,31.8,43.4,8.0,0.18433179723502305,15.2,0.35023041474654376,9.6,0.22119815668202766,10.6,0.24423963133640553
IPPO,159.0,151.6,43.4,0.07373271889400922,215.7398681640625,8.8,33.6,42.4,3.2,0.07373271889400922,22.6,0.5207373271889401,3.6,0.08294930875576037,14.0,0.3225806451612903
IPPO,160.0,151.6,45.2,0.0,202.313037109375,12.0,30.8,42.8,0.0,0.0,1.0,0.022123893805309734,7.6,0.168141592920354,36.6,0.8097345132743363
IPPO,161.0,151.6,40.2,0.19402985074626866,476.68740234375,17.6,33.2,50.8,7.8,0.19402985074626866,8.2,0.20398009950248755,4.2,0.1044776119402985,20.0,0.4975124378109453
IPPO,162.0,151.6,47.6,0.09243697478991597,324.72373046875,10.8,31.6,42.4,4.4,0.09243697478991597,13.6,0.2857142857142857,18.8,0.3949579831932773,10.8,0.226890756302521
IPPO,163.0,152.0,43.4,0.0,171.72607421875,9.8,37.6,47.4,0.0,0.0,10.8,0.2488479262672811,24.0,0.5529953917050692,8.6,0.19815668202764977
IPPO,164.0,152.2,50.8,0.0,89.63643188476563,6.4,33.6,40.0,0.0,0.0,33.0,0.6496062992125984,17.8,0.35039370078740156,0.0,0.0
IPPO,165.0,152.2,47.6,0.0,125.864501953125,7.6,33.6,41.2,0.0,0.0,28.0,0.5882352941176471,11.6,0.24369747899159663,8.0,0.16806722689075632
IPPO,166.0,152.4,47.0,0.2127659574468085,370.51845703125,12.8,40.6,53.4,10.0,0.2127659574468085,1.0,0.02127659574468085,10.2,0.2170212765957447,25.8,0.548936170212766
IPPO,167.0,152.2,44.6,0.22869955156950672,434.66669921875,14.6,30.6,45.2,10.2,0.22869955156950672,0.0,0.0,12.4,0.27802690582959644,22.0,0.49327354260089684
IPPO,168.0,152.6,42.8,0.056074766355140186,252.6541259765625,10.4,36.8,47.2,2.4,0.056074766355140186,1.4,0.03271028037383177,21.6,0.5046728971962616,17.4,0.40654205607476634
IPPO,169.0,152.6,41.4,0.0,151.5428955078125,7.2,39.6,46.8,0.0,0.0,11.0,0.26570048309178745,22.4,0.5410628019323671,8.0,0.1932367149758454
IPPO,170.0,152.6,43.8,0.0639269406392694,243.3817138671875,9.4,33.4,42.8,2.8,0.0639269406392694,10.0,0.228310502283105,17.6,0.4018264840182648,13.4,0.3059360730593607
IPPO,171.0,153.0,45.4,0.0,138.02918701171876,8.6,30.8,39.4,0.0,0.0,29.2,0.6431718061674009,8.2,0.18061674008810572,8.0,0.1762114537444934
IPPO,172.0,153.0,43.4,0.0,125.4746337890625,7.0,32.2,39.2,0.0,0.0,19.2,0.4423963133640553,11.6,0.2672811059907834,12.6,0.2903225806451613
IPPO,173.0,153.8,46.8,0.1752136752136752,373.0370361328125,12.8,32.6,45.4,8.2,0.1752136752136752,9.0,0.19230769230769232,10.0,0.21367521367521367,19.6,0.4188034188034188
IPPO,174.0,154.0,47.2,0.2627118644067797,522.009228515625,18.0,31.4,49.4,12.4,0.2627118644067797,3.8,0.08050847457627118,19.4,0.4110169491525424,11.6,0.2457627118644068
IPPO,175.0,154.2,40.2,0.10945273631840796,284.5725341796875,13.2,33.4,46.6,4.4,0.10945273631840796,14.8,0.3681592039800995,18.0,0.44776119402985076,3.0,0.07462686567164178
IPPO,176.0,154.4,44.4,0.08558558558558559,336.845751953125,12.6,31.0,43.6,3.8,0.08558558558558559,13.2,0.2972972972972973,16.6,0.3738738738738739,10.8,0.24324324324324326
IPPO,177.0,154.2,49.2,0.008130081300813009,209.1885009765625,11.4,32.8,44.2,0.4,0.008130081300813009,17.4,0.35365853658536583,9.6,0.1951219512195122,21.8,0.44308943089430897
IPPO,178.0,154.2,45.8,0.0,172.30103759765626,8.0,35.8,43.8,0.0,0.0,10.2,0.22270742358078602,8.6,0.18777292576419213,27.0,0.5895196506550219
IPPO,179.0,154.0,48.0,0.175,307.1367919921875,13.0,30.8,43.8,8.4,0.175,13.0,0.2708333333333333,14.4,0.3,12.2,0.25416666666666665
IPPO,180.0,154.0,47.0,0.01702127659574468,178.41988525390624,8.4,34.6,43.0,0.8,0.01702127659574468,10.0,0.2127659574468085,30.2,0.6425531914893617,6.0,0.1276595744680851
IPPO,181.0,153.6,47.2,0.0,178.0897216796875,11.4,38.2,49.6,0.0,0.0,9.8,0.2076271186440678,28.0,0.5932203389830508,9.4,0.19915254237288135
IPPO,182.0,154.0,43.0,0.04186046511627907,207.01015625,10.0,31.6,41.6,1.8,0.04186046511627907,26.4,0.6139534883720931,7.6,0.17674418604651163,7.2,0.16744186046511628
IPPO,183.0,153.8,43.8,0.0639269406392694,270.8395263671875,12.2,35.6,47.8,2.8,0.0639269406392694,18.2,0.4155251141552511,1.4,0.0319634703196347,21.4,0.4885844748858447
IPPO,184.0,153.8,47.2,0.038135593220338986,205.2236328125,10.0,39.4,49.4,1.8,0.038135593220338986,7.2,0.15254237288135594,13.4,0.2838983050847458,24.8,0.5254237288135594
IPPO,185.0,153.8,44.4,0.0,179.0743896484375,10.0,33.8,43.8,0.0,0.0,11.6,0.26126126126126126,16.8,0.3783783783783784,16.0,0.36036036036036034
IPPO,186.0,154.4,48.4,0.17768595041322313,275.384375,11.2,38.6,49.8,8.6,0.17768595041322313,10.6,0.2190082644628099,26.0,0.5371900826446281,3.2,0.06611570247933884
IPPO,187.0,154.4,45.8,0.0,155.4358642578125,7.0,41.0,48.0,0.0,0.0,13.6,0.29694323144104806,23.6,0.5152838427947598,8.6,0.18777292576419213
IPPO,188.0,154.2,47.2,0.13559322033898305,304.8691650390625,13.4,32.4,45.8,6.4,0.13559322033898305,16.6,0.3516949152542373,12.8,0.2711864406779661,11.4,0.24152542372881355
IPPO,189.0,154.0,45.8,0.013100436681222707,116.885400390625,7.6,35.4,43.0,0.6,0.013100436681222707,19.4,0.42358078602620086,5.4,0.11790393013100436,20.4,0.44541484716157204
IPPO,190.0,153.6,46.8,0.08547008547008547,352.0782958984375,13.2,35.0,48.2,4.0,0.08547008547008547,2.2,0.04700854700854701,6.8,0.1452991452991453,33.8,0.7222222222222222
IPPO,191.0,153.2,44.8,0.08035714285714286,302.15126953125,13.0,31.2,44.2,3.6,0.08035714285714286,10.8,0.24107142857142858,13.8,0.3080357142857143,16.6,0.3705357142857143
IPPO,192.0,153.0,43.0,0.046511627906976744,190.8281494140625,9.6,34.6,44.2,2.0,0.046511627906976744,17.8,0.413953488372093,21.8,0.5069767441860465,1.4,0.03255813953488372
IPPO,193.0,153.4,42.6,0.0,123.1768798828125,7.4,38.8,46.2,0.0,0.0,16.4,0.38497652582159625,18.2,0.4272300469483568,8.0,0.18779342723004694
IPPO,194.0,153.0,42.0,0.0,142.952880859375,9.0,38.2,47.2,0.0,0.0,16.6,0.3952380952380952,16.2,0.38571428571428573,9.2,0.21904761904761905
IPPO,195.0,153.0,47.2,0.0423728813559322,211.5535400390625,9.4,31.0,40.4,2.0,0.0423728813559322,15.6,0.3305084745762712,13.4,0.2838983050847458,16.2,0.3432203389830508
IPPO,196.0,153.0,47.2,0.1440677966101695,447.14638671875,15.2,35.4,50.6,6.8,0.1440677966101695,1.4,0.029661016949152543,11.8,0.25,27.2,0.576271186440678
IPPO,197.0,153.0,41.4,0.0,94.70816040039062,7.8,32.2,40.0,0.0,0.0,7.6,0.18357487922705315,18.6,0.4492753623188406,15.2,0.3671497584541063
IPPO,198.0,153.2,49.2,0.0,191.72421875,9.4,34.8,44.2,0.0,0.0,11.0,0.22357723577235772,20.6,0.4186991869918699,17.6,0.35772357723577236
IPPO,199.0,153.6,49.6,0.0,93.94027709960938,6.2,34.8,41.0,0.0,0.0,21.2,0.4274193548387097,17.6,0.3548387096774194,10.8,0.21774193548387097
IPPO,200.0,153.4,44.6,0.0,154.4357421875,9.6,35.8,45.4,0.0,0.0,27.2,0.6098654708520179,10.2,0.22869955156950672,7.2,0.16143497757847533
IPPO,201.0,152.8,45.8,0.11353711790393013,293.096044921875,12.8,33.2,46.0,5.2,0.11353711790393013,15.6,0.3406113537117904,9.8,0.21397379912663755,15.2,0.3318777292576419
IPPO,202.0,152.8,52.0,0.011538461538461539,211.218798828125,10.4,40.2,50.6,0.6,0.011538461538461539,3.0,0.057692307692307696,16.6,0.3192307692307692,31.8,0.6115384615384616
IPPO,203.0,152.0,47.0,0.1702127659574468,451.665966796875,15.4,39.6,55.0,8.0,0.1702127659574468,0.0,0.0,18.4,0.39148936170212767,20.6,0.43829787234042555
IPPO,204.0,152.0,45.2,0.04424778761061947,194.6327392578125,9.8,30.4,40.2,2.0,0.04424778761061947,17.4,0.38495575221238937,19.8,0.43805309734513276,6.0,0.13274336283185842
IPPO,205.0,152.4,47.6,0.0,124.7228759765625,6.8,35.8,42.6,0.0,0.0,9.8,0.20588235294117646,17.8,0.3739495798319328,20.0,0.42016806722689076
IPPO,206.0,152.0,44.8,0.0,96.43812255859375,7.6,36.4,44.0,0.0,0.0,21.4,0.47767857142857145,8.6,0.19196428571428573,14.8,0.33035714285714285
IPPO,207.0,151.8,43.8,0.1232876712328767,340.566845703125,12.4,37.0,49.4,5.4,0.1232876712328767,19.2,0.4383561643835616,7.8,0.1780821917808219,11.4,0.2602739726027397
IPPO,208.0,152.0,45.0,0.10222222222222223,282.330908203125,12.0,39.4,51.4,4.6,0.10222222222222223,1.4,0.03111111111111111,19.6,0.43555555555555553,19.4,0.4311111111111111
IPPO,209.0,152.2,47.8,0.11297071129707113,275.0298583984375,11.4,36.8,48.2,5.4,0.11297071129707113,9.2,0.19246861924686193,19.6,0.4100418410041841,13.6,0.28451882845188287
IPPO,210.0,152.0,44.4,0.05855855855855856,220.550537109375,9.2,31.8,41.0,2.6,0.05855855855855856,10.6,0.23873873873873874,19.8,0.44594594594594594,11.4,0.25675675675675674
IPPO,211.0,152.0,45.0,0.0,173.067431640625,8.2,36.2,44.4,0.0,0.0,16.8,0.37333333333333335,20.2,0.4488888888888889,8.0,0.17777777777777778
IPPO,212.0,151.6,46.8,0.08547008547008547,316.9919921875,13.4,36.8,50.2,4.0,0.08547008547008547,10.0,0.21367521367521367,5.2,0.1111111111111111,27.6,0.5897435897435898
IPPO,213.0,151.2,43.2,0.0,167.078857421875,10.0,34.2,44.2,0.0,0.0,12.2,0.2824074074074074,5.4,0.125,25.6,0.5925925925925926
IPPO,214.0,150.8,43.8,0.0,182.5912353515625,10.6,34.8,45.4,0.0,0.0,10.0,0.228310502283105,23.0,0.5251141552511416,10.8,0.2465753424657534
IPPO,215.0,151.2,41.2,0.05339805825242718,245.4736572265625,10.4,33.2,43.6,2.2,0.05339805825242718,16.2,0.3932038834951456,20.4,0.49514563106796117,2.4,0.05825242718446602
IPPO,216.0,151.2,45.8,0.0,109.07540283203124,6.6,33.4,40.0,0.0,0.0,24.4,0.5327510917030568,12.8,0.2794759825327511,8.6,0.18777292576419213
IPPO,217.0,151.2,47.6,0.0,105.9927978515625,7.4,35.4,42.8,0.0,0.0,11.8,0.24789915966386555,19.6,0.4117647058823529,16.2,0.3403361344537815
IPPO,218.0,151.2,44.8,0.004464285714285714,125.2113525390625,9.4,35.4,44.8,0.2,0.004464285714285714,7.6,0.16964285714285715,8.4,0.1875,28.6,0.6383928571428571
IPPO,219.0,150.6,47.0,0.2,476.846728515625,16.0,35.4,51.4,9.4,0.2,8.6,0.1829787234042553,1.2,0.02553191489361702,27.8,0.5914893617021276
IPPO,220.0,150.6,45.6,0.021929824561403508,142.10821533203125,8.2,35.2,43.4,1.0,0.021929824561403508,8.2,0.17982456140350878,23.0,0.5043859649122807,13.4,0.29385964912280704
IPPO,221.0,150.2,45.2,0.0,186.132177734375,8.8,35.4,44.2,0.0,0.0,20.2,0.4469026548672566,25.0,0.5530973451327433,0.0,0.0
IPPO,222.0,150.2,47.0,0.029787234042553193,171.5666015625,8.4,36.0,44.4,1.4,0.029787234042553193,38.0,0.8085106382978723,2.6,0.05531914893617021,5.0,0.10638297872340426
IPPO,223.0,149.0,47.4,0.0,116.9005126953125,7.6,36.2,43.8,0.0,0.0,21.2,0.4472573839662447,18.6,0.3924050632911392,7.6,0.16033755274261605
IPPO,224.0,148.4,46.8,0.0,90.59505004882813,6.2,35.2,41.4,0.0,0.0,0.2,0.004273504273504274,17.8,0.3803418803418803,28.8,0.6153846153846154
IPPO,225.0,148.2,42.8,0.2616822429906542,572.63837890625,17.6,34.8,52.4,11.2,0.2616822429906542,8.8,0.205607476635514,11.8,0.2757009345794392,11.0,0.2570093457943925
IPPO,226.0,147.8,42.0,0.0,120.45068359375,8.4,40.0,48.4,0.0,0.0,1.8,0.04285714285714286,23.2,0.5523809523809524,17.0,0.40476190476190477
IPPO,227.0,147.6,45.2,0.11946902654867257,272.213134765625,10.4,37.2,47.6,5.4,0.11946902654867257,0.0,0.0,20.8,0.46017699115044247,19.0,0.42035398230088494
IPPO,228.0,147.2,42.4,0.0,43.308050537109374,3.4,37.8,41.2,0.0,0.0,27.6,0.6509433962264151,8.4,0.19811320754716982,6.4,0.1509433962264151
IPPO,229.0,146.8,40.0,0.0,244.4604248046875,10.0,35.6,45.6,0.0,0.0,12.4,0.31,4.8,0.12,22.8,0.57
IPPO,230.0,146.4,45.0,0.0,205.830029296875,9.6,34.4,44.0,0.0,0.0,6.6,0.14666666666666667,19.2,0.4266666666666667,19.2,0.4266666666666667
IPPO,231.0,146.2,44.6,0.0,95.36171264648438,6.4,35.0,41.4,0.0,0.0,12.2,0.273542600896861,20.2,0.452914798206278,12.2,0.273542600896861
IPPO,232.0,145.6,42.2,0.13270142180094788,343.6655029296875,11.2,32.4,43.6,5.6,0.13270142180094788,10.2,0.24170616113744076,16.2,0.38388625592417064,10.2,0.24170616113744076
IPPO,233.0,145.8,44.4,0.0,150.143798828125,9.0,32.2,41.2,0.0,0.0,3.6,0.08108108108108109,21.4,0.481981981981982,19.4,0.4369369369369369
IPPO,234.0,145.6,44.8,0.008928571428571428,138.5532958984375,10.4,31.8,42.2,0.4,0.008928571428571428,11.8,0.26339285714285715,9.4,0.20982142857142858,23.2,0.5178571428571429
IPPO,235.0,145.6,37.0,0.06486486486486487,235.5677490234375,9.6,28.4,38.0,2.4,0.06486486486486487,23.4,0.6324324324324324,0.6,0.016216216216216217,10.6,0.2864864864864865
IPPO,236.0,144.8,48.6,0.0,145.3107666015625,8.8,32.6,41.4,0.0,0.0,11.8,0.24279835390946503,18.4,0.3786008230452675,18.4,0.3786008230452675
IPPO,237.0,145.0,48.2,0.17842323651452283,310.31767578125,11.2,34.8,46.0,8.6,0.17842323651452283,10.4,0.2157676348547718,19.2,0.3983402489626556,10.0,0.2074688796680498
IPPO,238.0,144.4,42.8,0.0,89.68882446289062,6.0,36.4,42.4,0.0,0.0,24.0,0.5607476635514018,18.8,0.4392523364485981,0.0,0.0
IPPO,239.0,143.8,43.8,0.0,182.9220458984375,10.2,37.6,47.8,0.0,0.0,1.2,0.0273972602739726,24.8,0.5662100456621004,17.8,0.4063926940639269
IPPO,240.0,142.8,43.8,0.1598173515981735,324.690185546875,15.6,37.2,52.8,7.0,0.1598173515981735,0.4,0.0091324200913242,8.4,0.1917808219178082,28.0,0.639269406392694
IPPO,241.0,90.8,41.4,0.13043478260869565,380.586474609375,12.8,30.2,43.0,5.4,0.13043478260869565,0.2,0.004830917874396135,2.4,0.057971014492753624,33.4,0.8067632850241546
IPPO,242.0,89.8,27.0,0.0,152.62021484375,9.0,27.6,36.6,0.0,0.0,6.0,0.2222222222222222,10.2,0.37777777777777777,10.8,0.4
IPPO,243.0,90.0,25.6,0.0,215.7640869140625,11.6,32.6,44.2,0.0,0.0,13.0,0.5078125,7.2,0.28125,5.4,0.2109375
IPPO,244.0,89.6,21.8,0.0,166.04779052734375,6.8,28.4,35.2,0.0,0.0,14.0,0.6422018348623854,7.8,0.3577981651376147,0.0,0.0
IPPO,245.0,88.6,26.0,0.0,193.53551025390624,8.8,22.8,31.6,0.0,0.0,17.2,0.6615384615384615,8.8,0.3384615384615385,0.0,0.0
IPPO,246.0,87.8,29.6,0.12837837837837837,377.4104248046875,12.4,22.0,34.4,3.8,0.12837837837837837,7.8,0.2635135135135135,11.8,0.39864864864864863,6.2,0.20945945945945946
IPPO,247.0,87.8,28.0,0.22857142857142856,358.80849609375,10.2,17.8,28.0,6.4,0.22857142857142856,0.0,0.0,6.0,0.21428571428571427,15.6,0.5571428571428572
IPPO,248.0,87.8,24.0,0.1,249.544091796875,8.2,18.2,26.4,2.4,0.1,0.6,0.025,8.8,0.36666666666666664,12.2,0.5083333333333333
IPPO,249.0,87.8,28.0,0.07857142857142857,209.5080322265625,7.0,18.8,25.8,2.2,0.07857142857142857,2.2,0.07857142857142857,15.4,0.55,8.2,0.29285714285714287
IPPO,250.0,87.6,28.0,0.12857142857142856,340.028759765625,11.0,13.4,24.4,3.6,0.12857142857142856,10.8,0.38571428571428573,8.4,0.3,5.2,0.18571428571428572
IPPO,251.0,87.2,26.6,0.007518796992481203,199.6099365234375,9.4,16.0,25.4,0.2,0.007518796992481203,17.6,0.6616541353383458,3.6,0.13533834586466165,5.2,0.19548872180451127
IPPO,252.0,87.4,29.2,0.0,223.029052734375,8.2,17.4,25.6,0.0,0.0,5.4,0.18493150684931506,10.6,0.363013698630137,13.2,0.4520547945205479
IPPO,253.0,87.4,29.0,0.19310344827586207,407.8126708984375,13.4,19.6,33.0,5.6,0.19310344827586207,5.6,0.19310344827586207,12.0,0.41379310344827586,5.8,0.2
IPPO,254.0,87.2,27.4,0.1897810218978102,350.1676513671875,10.8,16.8,27.6,5.2,0.1897810218978102,5.2,0.1897810218978102,7.2,0.26277372262773724,9.8,0.35766423357664234
IPPO,255.0,87.2,29.8,0.006711409395973154,137.4916748046875,7.2,19.4,26.6,0.2,0.006711409395973154,0.0,0.0,17.0,0.5704697986577181,12.6,0.4228187919463087
IPPO,256.0,87.4,24.2,0.0,103.7871826171875,4.2,17.6,21.8,0.0,0.0,7.4,0.30578512396694213,9.6,0.39669421487603307,7.2,0.2975206611570248
IPPO,257.0,87.2,22.6,0.04424778761061947,198.30963134765625,9.8,17.6,27.4,1.0,0.04424778761061947,17.6,0.7787610619469026,0.0,0.0,4.0,0.17699115044247787
IPPO,258.0,87.6,26.4,0.045454545454545456,333.70751953125,10.6,22.8,33.4,1.2,0.045454545454545456,6.0,0.22727272727272727,4.2,0.1590909090909091,15.0,0.5681818181818182
IPPO,259.0,87.8,25.4,0.11023622047244094,164.7392822265625,7.4,18.0,25.4,2.8,0.11023622047244094,2.0,0.07874015748031496,9.0,0.3543307086614173,11.6,0.4566929133858268
